idx,alias,date,rating,reviewtxt
71,everyman-espresso-new-york-2,2020-01-11,5.0,"Great aesthetics. A welcoming, relaxing place to sip coffee. The one and one really lets you taste the full flavor of the perfectly brewed Espresso. The espresso had a dark molasses flavor that was further awakened in the microfoam of the cortado. Our experience was so awesome, we got flat whites to take with us. I wish I could make coffee like this at home."
71,everyman-espresso-new-york-2,2019-10-02,5.0,Small aesthetic coffee shop with good coffee. I got a hot latte sweetened. They don't have flavored syrups. The coffee was surprisingly good and smooth. I would definitely recommend. There isn't much seating but it's nice and cozy.
71,everyman-espresso-new-york-2,2019-08-12,4.0,"Everyman Espresso is a cute little coffee shop off Canal Street in Soho.  Located in an older building, the space has been renovated to look like a modern day cafe with hints of the original structure peeking through here and there.  There is not a lot of space in this shop, but if you don't have more than six or seven people in it no one should wind up in each other's way.

One of my favorite decor choices are a series of classic mugs lined up along several shelves near the door.  From what the baristas told me they are actually for sale and get replaced periodically (but I did not ask about prices).

I wound up having a Dirty Chai Latte with almond milk.  While not the best Chai I've ever had, it was definitely above average.  I could taste the spices and the espresso shot definitely had some kick.  It was a very satisfying drink.

Quick shout out to the staff who were really nice and quick with preparing my order.  Everyman Espresso isn't a place to spend hours on end on your laptop, but it is a great place to grab a quick caffeine fix to go."
71,everyman-espresso-new-york-2,2018-12-28,4.0,"Like most places in Manhattan, the coffee shop is quite cozy and delivers on its coffee! My husband enjoyed his Cappuccino while I really liked the Mocha made with Dick & Taylor's craft dark chocolate from Brazil. I appreciate how I wasn't charged extra for almond milk. 

I was surprised that the hot Mocha was served in a glass rather than a mug. When I pointed this out, the barista gave me smug smile. As other Yelpers have noted, the staff judges their patrons.  

I can never understand how the baristas craft such intricate designs on the drinks. The meticulous tiny heart designs were impressive and great way to start my day! 

The croissant wasn't very fresh and stale. My husband took a couple of bites and threw it away. I wish there were more fresh pastries and more comfortable seating. I sat down for a few minutes on a stiff stool and then got my coffee to go. There wasn't enough space to have a relaxing conversation. 

The coffee shop is designed to quickly go in and out rather than a hangout spot. If you need your caffeine fix, stop by for the Mocha!"
71,everyman-espresso-new-york-2,2019-06-15,4.0,"Stopped by to try their coffee and cappuccino. 
Coffee is subpar & not that strong. 
Cappuccino was amazing.

Love the vibes and decor."
71,everyman-espresso-new-york-2,2019-01-12,4.0,"Small coffee shop with attentive staff and yummy coffee! I stopped in here for a refuge from the freezing weather and a pick-me-up to keep me warm as I continue to explore SoHo. It was a fabulous choice. Feels like home and designed to keep you happy. HIGHLY recommend! 
Price point: $3.50 for cup of freshly brewed yummy coffee. WORTH IT!"
71,everyman-espresso-new-york-2,2019-08-08,5.0,Best coffee that I ever had in nyc :) Nice and friendly barista.  My coffee taste perfect the way I told them. Clean and well organized in small space.
71,everyman-espresso-new-york-2,2018-09-16,4.0,Excellent coffee my husband had an American coffee and I had a decaf mocha. It was like Europe in Soho! The coffee was perfect! Not acidy or bitter just a deep deli fresh coffee taste ! It was pricey! And don't expect to sit and use the bathroom after drinking coffee. My bladder was full from the coffee and one of the only places the girl rudely said we have No bathroom! But I saw her friend go downstairs to use one.
71,everyman-espresso-new-york-2,2018-10-15,1.0,"Typical pretentious cafeteria whose patronizing staff pretends to take coffee very seriously (but not really).
I dared asking the wifi password and the woman at the register gave me a stern look because I interrupted her iphone  activity (the password was incorrect, in case you wonder). A $4.75 burnt cortado and over all very bad vibes completed the awful experience."
71,everyman-espresso-new-york-2,2019-08-23,2.0,"I got a small almond milk latte here that was delicious and well made. And the young woman who took my order and poured my latte was really nice--excellent customer service. The problem is that it cost $6.25, which I find not to be very ""everyman"" in terms of price. They don't list their prices, either, so it took me a bit by surprise. I would definitely go back but just can't justify the cost"
71,everyman-espresso-new-york-2,2019-02-28,4.0,"This cozy TriBeCa cafe near the corner of West Broadway and Canal has all the right stuff. The staff is courteous, professional and friendly, the aesthetics very pleasing, it has good wifi, is not overcrowded, and the coffee is wonderful. The only downsides are that there's no restroom and it's a bit overpriced. I'd likely return."
71,everyman-espresso-new-york-2,2019-02-13,5.0,"I got to NYC for an eight-day business trip - and I'm so upset it took me until Day 5 to find Everyman Espresso. I live in the San Francisco area - and their lattes and espresso are as good as Blue Bottle or Sightglass in SF. They're using Counter Culture coffee, and their espresso tastes close to Blue Bottle - medium-dark and toasty but not overroasted.
It's a tiny shop, dominated by a huge Strada three-group espresso machine, and there's not a good spot for a line to form - which I think has led to a couple of the negative reviews here. The staff was friendly, but with a bit of that punk-rock, standoffish vibe, which goes along with the overall store atmosphere.
As an old recording engineer, I'm totally down with that. Plus, anyone that helps keep the blood level in my caffeine supply at the appropriate level starts in a positive spot with me."
71,everyman-espresso-new-york-2,2018-11-30,5.0,"Super friendly! DELICIOUS coffee, latte's and tea's. They have amazing breakfast bars. I normally buy two at a time Bc they sell out fast. It's also cute if you need to get out of the cold Bc the vibe is very chill and relaxing. Check them out! PS ask for the punch card when checking out so it adds up to a free beverage!"
71,everyman-espresso-new-york-2,2019-02-04,5.0,"Great coffee.
A completely different flavour.
Coffee 5/5
Cappuccino 5/5
Hot chocolate 5/5
Staff 10/5
Decor 5/5"
71,everyman-espresso-new-york-2,2018-11-03,3.0,"The servers have a friendly smile and attitude but at the same time you see them glancing at eachother judging their patrons. Pretty silly when their coffees could be judged pretty poor. The beans and roast are boring, and the strength blade."
71,everyman-espresso-new-york-2,2019-06-17,3.0,"My friend ordered an iced coffee, and it tasted so funny, and she thought maybe it was the almond milk. They kindly made another coffee for her, but in the end it was funny tasting coffee. They described it as ""very fruity"".blah, it tasted like fruity iced tea!"
71,everyman-espresso-new-york-2,2018-06-11,3.0,"My boss is a super fussy German CEO who asks me to do things like fetch three fresh Everything Bagels at 3pm on a Friday in Tribeca. So finding him an espresso that he enjoys is a terrifying task, especially when he won't drink dairy, almond or soy milk, yet insists on a cappuccino.

ENTER EVERYMAN ESPRESSO. Their coffee is great, they have a wide selection of milk replacements (including the very hot-right-now Oat Milk), and their servers are just snobby enough to make you believe you're really buying a great bean. (You'd hope so, too, with a cap going at $6.50 a pop.) 

Not a great place to catch up with friends, as there's only one mid-length table, but they do have WiFi (but no charging outlets), and they do offer a nice selection of pastries. They also don't have any restrooms, so freelancing here, even in the short term, isn't that feasible.

As for that trio of fresh bagels? The hunt still continues..."
71,everyman-espresso-new-york-2,2017-04-28,5.0,"It's rare these days to get such great service and have staff actually engage with you. I like going to Everyman because the coffee is not only delicious, Counter Culture is the brand, but the atmosphere is inviting and cozy. 
If you're a regular, there an added bonus of a frequent coffee card and they punch the card with a heart shaped hole puncher, (not necessary but a nice touch)!  I was working on a project and needed scissors and they were able to help me in a pinch which was random! 
Long story short, Everyman is a low key spot that's good for meeting up with a friend, conducting an interview, or stopping by for some great coffee from a local business as opposed to the usual corporate suspects. Go here!"
71,everyman-espresso-new-york-2,2015-12-03,5.0,"Very friendly atmosphere, great espresso drinks and a few tables (no bathrooms tho)! The space is small, but quaint. As soon as I walked in, the bearded barista smiled and welcomed me in. This small personal welcome was awesome, despite the store being busy. I immediately felt like I walked into a friend's house.

I ordered a cortado which was made (with a beautiful heart) almost as quickly as it was devoured. The coffee blend was nice and strong. Definitely a top-notch espresso drink.

I sat at the table for about ten minutes before leaving and enjoyed my stop into this great NYC-espresso shop. 

In summary: great friendly service, delicious coffee blend, small space (no bathrooms) and reasonable prices."
71,everyman-espresso-new-york-2,2018-11-02,4.0,"My husband really love their coffees and lattes, I only come here for their sparkling lemonade, not a coffee person. The lemonade is always perfect! Always refreshing to have on a hot day!"
71,everyman-espresso-new-york-2,2018-07-12,5.0,"Pretty good Red Eye ice coffee! The barista recommended based on my preference. A great coffee place for a quick break after walking thru soho.

Coffee is stronger than standard Starbucks cold brew. Def recommend giving it a shot!"
71,everyman-espresso-new-york-2,2018-06-30,1.0,$5.25 for an iced coffee! Unless the proceeds are going to charity this is just wrong. #EverymanEspresso #SOHO
71,everyman-espresso-new-york-2,2019-07-12,1.0,worst iced lattee I ever had in my life. I dont know why this place has a 4 star yelp review. The vibe was very wierd inside the coffee shop as well
71,everyman-espresso-new-york-2,2018-04-27,5.0,Really good coffee and pastries. The place is missing some tables and chairs but for the most part it's a great place to stop and have a coffee.
71,everyman-espresso-new-york-2,2015-11-10,4.0,"Everyman Espresso
NY Manhattan SoHo
3pm Tuesday 10th November 2015
Four Stars

In small shop on W Broadway just north of Canal, Everyman Espresso is a warm and inviting place. The espresso machine is the focal point of the space. The multicolor tile back splash is interesting combination of crimson, burnt sienna, light grey, white, black, and grey blue (Pantone 304 C ish). They have four seating areas. A bench below each store front, a triangular shaped bench opposite to the service station and one triangle shaped table with three stools. Not too much seating but it was pretty uncrowded right now. 

I had a cortado ($4.5) which came in a Gibraltar glass with perfect amount of foamed milk. The espresso was nutty with an almost herbaceous quality. It was delightfully bitter with a smooth finish. 

Overall, a quiet place place to talk, work, and/or chill out."
71,everyman-espresso-new-york-2,2019-01-01,5.0,"Everyman Espresso had everything I wanted from a coffee shop. Clean interiors, nice people, lively atmosphere--not to mention their coffee and donuts. I really enjoyed the experience. Highly recommended if you want to enjoy a nice cup of coffee in a chill but lively setting."
71,everyman-espresso-new-york-2,2018-10-12,2.0,"I went in today in the mood for trying something new, I asked for recommendation for something special and basically my stand is I'd take anything you recommend to try as long as there's no lemon. then the staff gave me..... regular coffee. I am speachless."
71,everyman-espresso-new-york-2,2018-12-24,5.0,"Friendly staff. Attentive and willing to go out of way to be helpful. 
A great cup of Joe. 
Not that comfy but hey it's a coffee shop -"
71,everyman-espresso-new-york-2,2018-06-14,2.0,"decent coffee. Really sloppy service. For example. When an already served customer cuts the line to ask for one more thing, finish serving the current guy! Especially if the line cutter is initiating another sale. It's okay. The line cutting customer might be miffed for having to wait their turn like everyone else. But the other people in line won't feel like dumbasses for waiting in line.
I mean, am I getting it wrong? Should I just barge to the head of the line next time? Is alpha dog behavior encouraged and rewarded here? Woof! Bow wow! Give me my bulletproof coffee! Scorn upon these basics waiting in line!"
71,everyman-espresso-new-york-2,2015-01-30,5.0,"Delicious espresso. I ordered my usual- iced almond milk latte. It was rich, creamy, and flavorful without any added sugar.  They also offer typical pastries such as donuts, croissants, etc. A little pricey for a small drink, but the quality is amazing.

Very peaceful ambience. The baristas are knowledgeable and have a pleasant demeanor. There is limited seating so it's not so much a cafe- there is one communal table and a long ledge-type of arrangement where multiple people can take a quick seat.

 I will definitely be back for more of their caffeinated goodness!"
