idx,alias,date,rating,reviewtxt
897,7-eleven-new-york-49,2018-02-02,3.0,"I came here 2 weeks ago after hours volunteering for a snack to take on the train.

I decided to buy 2 beef patties. They were already heated thanks to the case they put it in.

The beef patties were soft. The dough was good, soft and a bit flaky and moist. I had wished I asked if they had hot sauce."
897,7-eleven-new-york-49,2019-04-08,1.0,"Hi,
On last Wednesday I purchased a Google Play gift card from following 7-Eleven below for $500, because they told me gift cards could not be purchased with a debit card. No one stated to me that gift was non-refundable even it was unused. Less then 2 hours late I returned the store to return it, because I didn't need it for what i initially purchased it for. I was told I needed to contact Google customer service and I did. Google customer service stated to me that the 7-eleven was responsible for issuing my refund. I returned to the and explained what Google customer service told me and the employees of that particular 7-eleven store told me to return in the morning at 9:00 a.m on Thursday. I returned the following morning and the owner of the store still wasn't there and they told me to call back at 10:00 a.m.. I called back at the suggested time and the owner still was not there and I left my name and number with the employees and manager. A full day passed and I returned to the store again, because I still did not receive an answer. I then called customer service and now you guys have informed me 4 days later that these gifts cards aren't refundable, but legally that is a breach, because no one in 7-eleven customer service or this particular store informed me that it would not be refundable. It is a $500 gift card that I have not used and I would like my refund. This is not the right way to treat your loyal customers."
897,7-eleven-new-york-49,2017-09-16,1.0,I went to the store to get a big bite hotdog. I asked him if it came with a drink or not then he pointed me to the onion and sauce area.  He doesn't know English at all.
897,7-eleven-new-york-49,2016-06-13,1.0,"There was little to no help. Everything was overpriced. I had a free coffee on my 7-Eleven app they checked off my free coffee and then had no coffee in the store and refused to make any. After that I found that a company called Jesus was advertising for $1 e-cigarettes, plus tax. From where I live, I looked up the closest 711 that complied with the offer. I walk 10 blocks to the 7-Eleven as it was the only one that complied with the offer, they rang up the two Vuse e-cigarettes and proceeded to charge me $25. I showed them the app, and they acted like they agreed with me and not in heads murmuring and speaking their foreign tongue. Which also was extremely rude. They once again rang up the two items and took a  single dollar off and told me I was very lucky that they were ""working with me"".  with the drinks that I had to pay for despite them using my ""buy 6 cups, get 7th free""  and a single cookie, the total came to $7 for a cookie and slurpee. When I asked why, he made up an excuse that was unintelligible and demanded FULL payment. I put their products back and left. This store is ridiculous and willing to rip off their neighbors.
DO NOT GO HERE. Walk the extra block to the NEXT 711 and save yourself the hassle of adding your purchase- down to the penny and check their stock before letting them scan your phone. Even 711s in NJ would put a save coffee pot on for a customer, coupon or not. These 2 men, working the night of JUNE 13, 2016 were lazy, rude, and a detriment to this store
 Myself, family and friends will NEVER RETURN. They're thieves."
897,7-eleven-new-york-49,2014-07-19,3.0,"This Sevs is awkwardly between two on/near 23rd and 2 on/near 34th, but survives. Staff is alright, and selection is par for the course."
897,7-eleven-new-york-49,2016-03-20,1.0,"The worker today, not (Moudud or Rashid) is the rudest most unprofessional person working here. I come here almost every day and he is always unpleasant and for no reason as he sees me here all the time. I am going to get his name the next time and write a letter to the corporate offices stating all of this. I hope he reads this and changes his attitude ASAP!!!"
898,le-cafe-coffee-new-york-11,2019-09-14,5.0,"Don't understand why the reviews are bad.. This cafe serves its purpose. The manager here is awesome, the barista is really fast and I never have to wait more than a minute for my coffee during rush hours. They also have trendy coffee menu like lavender, rose, matcha oat, which I was only able to see in Asian countries and certain asian cafes in lower side of Manhattan. And they taste awesome! The toasts are good but just keep in mind they are small and a bit expensive. But I definitely recommend their specialty coffee and latte. It's a lot better than other chain coffee chains and carry their own uniqueness."
898,le-cafe-coffee-new-york-11,2019-06-17,2.0,"I happen to be walking by this morning a young man was outside handing out free samples of iced coffee. I'm not an iced coffee drinker but, I came inside anyway. The cashier was polite. They did have a leak in the ceiling and it was dripping in the middle of the shop. They appeared to be cleaning it up. 

 I ordered the seasonal Dulce de leche latte with oat milk. I was shocked that the oat milk/ coconut milk was an additional $1.00. Which is more than what Starbucks cost for non-dairy milk. Unfortunately, the latte was subpar in taste. I could only taste the oat milk. Dulce de leche has a distinct taste and flavor. I did not receive any of that taste in this latte. I truly feel like I wasted $6.  

They do serve breakfast foods and pastries. I am not sure if there doughnuts are from Dough but, they do look alike. 

I am not sure if I would go back."
898,le-cafe-coffee-new-york-11,2019-10-15,2.0,Had a craving for a pumpkin spice latte so I stepped out of work and decide to try le cafe. Paid $6 for a small PSL with oat milk. I get it that this is steps from Times Square so it's tourist prices but the up charge for non-dairy is so behind the times.
898,le-cafe-coffee-new-york-11,2019-12-23,2.0,"The people who work here are very sweet but $$$ be ready to drop the big bucks, this place is very expensive especially for what you get"
898,le-cafe-coffee-new-york-11,2019-06-28,1.0,"This place is a huge ripoff. The owners of this cafe MUST be brave, the way they overcharge. I'll never go here again. After paying 7.50 for a rose matcha latte (it would have been 8 because half and half is extra ), I thought, I'll just stick to the food. That's gotta be a better deal. NOPE. Avoid. You'll feel terrible when you eat what you've bought and are still hungry."
898,le-cafe-coffee-new-york-11,2019-07-18,1.0,3.50 for one of the most stale croissants I ever had. Would have better luck from street vendors and their bulk Costco pastries.
899,r-babury-coffee-cart-manhattan,2012-06-23,3.0,I was in this area for a job interview ...so in the morning I buy a cup of coffee and butter on a roll...it was ok
900,dunkin-new-york-60,2016-02-15,5.0,"This Dunkin Donut shop on 10th & 37th Street is one of the finest food shops in Manhattan.  I live the wonderful  & varied MENUE they have and the WONDERFUL FOREIGN WORKERS who work at this particular Dunkin Donut shop.

These foreign workers are such good workers because they are so attentive, so respectful, and so very cheerful.  IT IS SUCH A JOY TO PURCHASE FOOD & BEVERAGE PURCHASES AT THIS DD SHOP. 

I am not trying to make light of American workers because they are terrific too.  However I am mentioning this particular place because ALL THE WORKERS ARE FOREIGN & ALL THE WORKERS ARE HARD WORKING IMMIGRANTS.  EVERY ONE OF THEM.

They are a wonderful addition to our United States of America.

Jerry Coccoli Cesar
Manhattan, N.Y."
900,dunkin-new-york-60,2015-07-05,1.0,"Ask for a receipt and count your change. This place shortchanges you.

I bought 3 bags of ice for a house party yesterday. The staff told me the total was $8.30. I fished out a quarter and a nickel ($0.30) and handed them to him along with a 10 dollar bill. He took a moment looking at the coins before putting them away and giving me back $2. I asked for a receipt. Again the staff hesitated. I asked a second time before the staff reluctantly gave me the receipt. I looked at the receipt as I walked towards the door and saw that the total was $8.13, and that the staff entered that I gave him $10.13 to generate the $2 change. I looked at him but was completely ignored by him. I wasn't about to confront him over 17 cents but COME ON, he totally knew what he was doing. 17 cents is not a big deal, but I don't like it when a store takes advantage of their customers as part of their business practice. Won't go back."
900,dunkin-new-york-60,2018-07-07,2.0,"The sign said ""2 iced coffees for $4"". I only wanted one and was charged $3.19. What a rip off! Always disappointed when I visit. Most times there is no decaf so I just leave. It's a DD in a gas station, so my expectations are not very high to begin with. Go if you must, but there are better options within 50 feet!"
900,dunkin-new-york-60,2014-09-25,2.0,"Why did I do this to myself? (Because it was nearby and it was open, that's why. I needed something in my stomach.)

Heavy, bland, produced without an ounce of love - America runs on mediocrity. All that I could have handled, though, if some of them hadn't been super stale. The only thing saving this from a single star rating was the friendly cashier and the freshness of some of the other doughnuts."
900,dunkin-new-york-60,2015-12-19,1.0,"Do NOT go to this so-called shop. This place does NOT define #AmericaRunsOnDunkin.  It is the PUREST definition of incompetence and filth I have ever seen.  Incompetent management that allows employees to cook & serve food bare handed, no hats.  Rude service and the orders ALWAYS come out wrong. I've contacted the franchisee several times.  He could care less as they've yet to fix anything and they continue to ignore the health code.  #AmericaRunsOnRude. You will get sick."
900,dunkin-new-york-60,2016-10-20,1.0,"This is the worst DD...probably in the world. The people barely speak English, the food is stale and they don't even know how to make the items on the menu. What is going on here? The whole point of going to a franchise is to get what I know I want at the quality I expect. This place is a disaster. Why do we only have one Dairy Queen in Manhattan!!!"
900,dunkin-new-york-60,2011-03-30,4.0,Nice people working the counter they gave me a free coffee for messing up my order. Very friendly
